[-1.51115, 15.377674]
[15.6793159032, 14.125438602]
[9.5666019453, 13.4635221311]
[9.701160857, 14.0503658194]
[15.6472850479, 14.1320538284]
[13.0374774069, 13.2715700076]
[10.9407750748, 13.7550318109]
[10.0854085055, 14.064949903]
[10.9472099766, 13.4250086425]
[14.3146567089, 13.653243287]
[10.7729317404, 14.0717360962]
[14.6052797374, 13.5078324161]
[12.4398142137, 14.1445054599]
[13.89859391, 13.5441567577]
[13.6245573927, 13.8446087686]
[9.69798442, 14.0349168764]
[12.6989584351, 13.5454113812]
[13.8638475114, 13.3739227988]
[10.0187048754, 13.8834536858]
[9.9099769157, 13.6389251524]
[10.5308767955, 13.922193053]
[12.9583921654, 14.1290946242]
[16.4034942989, 13.8782110636]
[15.6705963449, 13.7148504442]
[13.152393603, 14.1666657529]
[13.6420247811, 13.6944102275]
[9.6015691825, 13.4486181345]
[14.0490945869, 13.9709269805]
[12.3837942374, 13.2976506383]
[11.1678851303, 14.0989174864]
[13.2691921764, 13.212668252]
[13.9914330337, 13.5005937797]
[11.3350766886, 13.6999763528]
[14.363953606, 14.1913224299]
[15.2268712034, 14.0173214935]
[9.9373320895, 13.2036856644]
[10.0699740699, 13.6589029786]
[10.2254864776, 13.8692372982]
[10.4585992771, 13.3787633477]
[12.4089980719, 13.5335871799]
[14.9009288524, 13.2675483616]
[11.4779834738, 14.0726224191]
[10.3379097849, 13.4815406672]
[9.8860013774, 13.9232272397]
[16.2877303383, 13.3864417042]
[15.2701694944, 13.2122476628]
[9.7763507948, 13.2392651754]
[12.835000454, 13.3354723703]
[12.4227594971, 13.2913430662]
[10.0742464114, 13.9261086723]
[13.0185591835, 14.0682003431]
[13.7818562856, 13.2647507289]
[13.4083969085, 14.1745485876]
[12.1823937234, 14.0280959271]
[14.1694917181, 14.0883079696]
[16.3060038127, 13.7976595145]
[9.9524041507, 13.4775863432]
[14.0854384108, 13.8894451915]
[13.9726085428, 14.1647002604]
[11.6542998292, 13.8522026139]
[16.1171690256, 13.9210113101]
[11.052775671, 14.1673176354]
[9.6225926441, 13.3663909063]
[9.665485058, 13.8781135926]
[15.3941177325, 13.7791537557]
[15.3941727132, 13.9904707999]
[10.7005373363, 14.0737632181]
[16.030733675, 14.140179043]
[14.6732835525, 13.8322502203]
[11.0684259697, 13.7203692131]
[11.0176707297, 13.9613015976]
[13.2780905706, 13.6791274851]
[12.7398616371, 13.3716817173]
[11.5979366752, 13.9565577091]
[13.7263831701, 13.3847805255]
[12.4803289443, 13.5776801231]
[9.9527447643, 13.5750397428]
[14.0168121394, 13.2019554002]
[15.3427374484, 13.2033023299]
[11.8724781445, 13.4951848826]
[15.1550020431, 13.6855179221]
[11.9220696343, 14.0208242317]
[16.4382060624, 13.651520988]
[11.2071769969, 13.9342445864]
[14.5921017274, 14.1835175555]
[13.4231332799, 13.8003320212]
[10.8638775027, 13.4374674757]
[14.9965481083, 13.5441565523]
[11.1916787431, 13.6784229419]
[16.2920788252, 13.3656257161]
[11.2330829885, 13.8119393094]
[10.274652167, 13.9857497805]
[10.4453228235, 13.3719834097]
[11.3704200899, 13.9277916856]
[10.8270874775, 13.4101511289]
[14.9028224919, 13.3558610818]
[9.5528183207, 13.3989422992]
[11.8314655118, 13.7423566152]
[14.9202255958, 13.7320393799]
[15.4578829948, 13.86628854]
[12.6298317821, 13.7306061986]
[10.4554390323, 14.0719468599]
[11.870117682, 13.4017630343]
[10.1759757914, 13.5618617079]
[12.2422806618, 13.656084365]
[15.8106027178, 13.9397981519]
[12.7296046475, 14.0926275778]
[12.8136832572, 13.3513770667]
[13.7177421441, 13.7952028651]
[10.7277649224, 13.2136815063]
[16.275007331, 14.126864495]
[11.7013690467, 13.769679532]
[14.133365063, 13.8969688726]
[16.207963533, 14.170537374]
[13.8391679442, 13.5944330136]
[12.3452368563, 13.8534807279]
[13.0607431077, 13.2453833521]
[15.5325757209, 13.2733914091]
[10.7051609328, 13.6521706973]
[14.3415712966, 13.6929303378]
[15.4337737919, 14.0115397007]
[13.275357153, 13.6216703696]
[14.9548795107, 13.6641492534]
[15.4734796197, 13.4685803086]
[14.0647136802, 13.7537524035]
[16.3453393411, 14.0975120373]
[12.8305204932, 14.0686218129]
[13.7477619641, 14.1544939524]
[11.2093510623, 13.8915075923]
[12.1868939893, 14.1057859059]
[12.8109056077, 14.1462835584]
[15.4605406451, 13.4754542632]
[12.0199886409, 13.7350369455]
[16.1468764266, 13.6304814618]
[15.5270774874, 13.8427074517]
[15.2635795837, 13.7732943674]
[15.8584913632, 13.4946384544]
[11.9111956039, 13.4694842552]
[10.8375571123, 13.8609005828]
[12.8150945625, 13.7933238547]
[13.6837280232, 14.1188955368]
[9.6277990192, 13.6525524953]
[15.1136941982, 14.0120667618]
[11.4658590846, 13.8967872039]
[16.0785120369, 13.4196679246]
[12.2304911674, 14.1170821561]
[12.9568187564, 13.3361648503]
[12.6321117636, 13.7923742235]
[10.5845080107, 13.6091439859]
[15.0881894829, 13.3718809314]
[10.3813856568, 13.2478321512]
[16.3565206158, 13.4884021392]
[10.8220612754, 13.5229076935]
[15.7637059868, 13.6051507853]
[13.8777022723, 14.1684185314]
[15.8537239027, 13.6102533192]
[14.7307042894, 13.6219908279]
[10.9940379055, 13.4648603297]
[12.7896986003, 14.0899574371]
[9.6664010927, 13.5250490655]
[13.2603952053, 13.2359370164]
[9.5014718715, 13.5099303227]
[15.9037153623, 13.3191673926]
[15.8696098169, 13.828645448]
[15.6252680742, 13.3230524168]
[14.7522802583, 13.2341833434]
[13.7121148563, 13.8017494705]
[15.340524941, 13.578554719]
[10.4049066643, 13.7999918345]
[15.2752424011, 13.4618260472]
[11.1258891779, 13.511649272]
[13.7779789299, 13.5110783051]
[16.3662733107, 14.1021525921]
[9.7379283719, 13.6575733219]
[15.3558290622, 14.1605523287]
[15.5378499061, 13.2744402907]
[11.5998998911, 13.3915479074]
[11.7191499558, 14.1305875858]
[11.7185666265, 13.3269688604]
[13.6017082331, 13.3525246424]
[11.1855825419, 13.8946950487]
[13.1255818862, 13.726887065]
[14.2682513278, 14.0654311562]
[11.7229239373, 14.0945809503]
[12.2126806427, 13.6638345141]
[11.4444697562, 13.970924204]
[12.0587203172, 13.3240737988]
[10.7543737891, 14.031858403]
[13.3323712773, 13.5562813869]
[14.6749378983, 13.4791707683]
[11.656624163, 13.7812427928]
[10.0156275979, 13.8306402087]
[16.0272292884, 13.3142621681]
[10.7784589822, 13.8935279153]
[16.3866609163, 13.5550896943]
[14.6767287981, 14.0134938548]
[15.8079185374, 13.350867631]
[13.6976411256, 13.7357568893]
[13.7368859826, 13.3291599188]
[15.524562533, 13.8293073029]
[12.8371378661, 13.484527692]
[15.904917436, 13.2960676423]
[13.548199164, 13.2472921757]
[11.9590268619, 14.1014247518]
[16.4968335342, 13.282775458]
[11.9305980301, 14.1023066314]
[12.111774459, 13.3382815992]
[11.5626841076, 13.6315965355]
[14.8449728435, 14.0767022779]
[13.6115615743, 13.870595306]
[16.3608182939, 13.3779352333]
[16.2969028605, 13.6297569497]
[11.1811011827, 13.5513991775]
[13.4146402441, 13.7250672398]
[11.6811703348, 14.1858550627]
[13.8646621997, 13.5999749133]
[15.1891755378, 13.683768526]
[14.0688192481, 14.0673953686]
[15.2658831303, 14.1257145433]
[11.5414590668, 13.5799230787]
[13.0317276169, 13.7078121179]
[9.551067584, 13.7235603387]
[12.2568672609, 13.8491511727]
[11.9618233852, 14.1245281615]
[10.5737046511, 13.9061449867]
[12.3494460555, 13.3062934936]
[11.1916668094, 13.8524077081]
[10.829605032, 13.9813990968]
[10.3820670967, 13.7064320227]
[16.3830684552, 13.5488393528]
[10.2778109903, 13.5192525557]
[13.0920484506, 13.5211399105]
[15.3307064548, 13.717132903]
[14.3596617091, 13.6913809227]
[15.3220421528, 13.7701547221]
[14.6191601714, 14.0085312652]
[9.8962805942, 14.0925031053]
[11.4848582398, 13.2317975516]
[10.6523160918, 13.7625312363]
[16.2480725925, 13.4137891918]
[15.2441996012, 13.6986757506]
[11.0380703616, 13.6958183945]
[14.7568568755, 13.5659307517]
[9.6600256236, 13.5518064523]
[15.2674849397, 13.2548811669]
[11.0539746485, 14.116835312]
[13.717466404, 14.1885449335]
[12.6051186263, 13.8053856497]
[15.8074179825, 13.7149419634]
[12.6152712172, 13.3761459925]
[16.1027507212, 13.757697925]
[12.1049023941, 13.8354707936]
[13.7008840865, 13.7402173877]
[11.5448719035, 13.9672182629]
[15.0856950341, 13.8400146689]
[14.7349040178, 13.8734768706]
[15.1433713005, 13.8589946204]
[10.3995895351, 13.4011869273]
[15.9293626801, 13.2498165942]
[15.0019408057, 13.2836010447]
[16.1864902379, 14.0455473736]
[10.4638542014, 13.6011159206]
[11.1595984697, 13.4618467994]
[15.2846516857, 14.0304841167]
[14.7908885258, 13.4679768309]
[10.3547220549, 14.0662015684]
[14.3623555962, 13.4606756629]
[14.6691707859, 13.3546650054]
[11.2954605478, 13.3349164497]
[15.4730887485, 13.4280016602]
[14.720430824, 13.5148396804]
[10.2920804149, 13.4897152747]
[15.905732312, 13.828016324]
[14.1809861243, 14.155514522]
[10.416570602, 14.1817277691]
[13.9996238113, 13.2865879199]
[14.6863132294, 13.4121019398]
[14.5445670455, 13.4372993254]
[10.8562452218, 13.3165390168]
[13.9926298235, 13.2592072788]
[10.9958083075, 13.8981690642]
[9.9695174252, 13.8221565686]
[10.0082195983, 13.4956916322]
[14.9769187183, 13.9310244271]
[13.4250781911, 14.1114615265]
[15.080512146, 13.3734049467]
[13.5155013457, 13.2900284285]
[11.089798087, 13.8745621446]
[14.8265003187, 13.3083381611]
[13.7220775117, 13.9978927833]
[15.6936122568, 14.0041185234]
[14.9167779295, 13.2297116823]
[14.70779465, 13.7319333163]
[10.6087208868, 13.6371607027]
[12.8365924952, 13.547929694]
[12.8545845661, 13.7010669702]
[11.395335072, 13.3403511181]
[10.7804402215, 13.2901046349]
[11.5074950641, 13.4451904707]
[11.9055572406, 13.817969173]
[15.6311385699, 13.2364711052]
[9.724364039, 13.2328735183]
[13.3705108478, 13.7191836727]
[14.8471478787, 13.2543455472]
[14.4747845668, 13.8686004777]
[13.5994759107, 14.0650462767]
[13.4509959207, 13.9929612163]
[13.2313356162, 13.2426430262]
[12.2187093087, 13.9353280103]
[14.0569332493, 14.1623376138]
[11.4103720987, 13.9315698653]
[14.3320482662, 13.307568715]
[15.3211848468, 13.9955070764]
[10.502998603, 13.9449343016]
[12.8093216692, 13.4709654754]
[11.0261681748, 13.5777363442]
[15.8601460119, 13.3314562177]
[10.8473545234, 13.7032237505]
[11.6162018697, 13.7303944952]
[14.5193967181, 13.7199388787]
[14.5197973652, 13.9560031468]
[12.1038766229, 13.355400737]
[14.3720019506, 14.0164898613]
[14.3051434539, 13.2258642102]
[13.1742178691, 14.1367948668]
[10.8488437373, 13.5448755424]
[10.7731353471, 14.1467466972]
[14.1143787908, 13.3433627289]
[12.2939947234, 14.0624758215]
[12.7080801071, 13.6712618962]
[9.6089699683, 13.4496894284]
[11.4083699123, 14.1058770579]
[14.3625897141, 13.2787796902]
[13.7246970073, 14.1644002242]
[10.2501905081, 13.999793402]
[11.7310934965, 13.3441298318]
[10.7077608379, 13.6347780682]
[12.5809275804, 14.066954759]
[15.0893396004, 13.7547261797]
[14.3710780027, 13.2960386845]
[11.0786223873, 13.9774302613]
[16.1047560161, 13.224976257]
[11.1774816476, 13.8002718534]
[16.456919492, 14.0406656727]
[11.2626747161, 13.848257924]
[14.8009090186, 13.6970899932]
[11.0104444483, 13.9113893032]
[11.3888685585, 13.2524360409]
[15.9908711778, 13.9484671064]
[14.1517160139, 13.2644189368]
[9.7524090474, 13.9842338355]
[15.0781461545, 13.4215402119]
[15.8011042618, 13.5478594678]
[14.062348071, 13.6384150659]
[11.5471240534, 13.8950535954]
[12.5741007894, 13.579902126]
[14.9882496216, 13.6621033247]
[12.5037732876, 13.3792809209]
[10.9556565701, 13.2460368565]
[9.8397477646, 13.5859270376]
[10.221536756, 13.5741227495]
[10.7192428757, 13.9847637865]
[12.0694648703, 13.8502840873]
[13.8127458643, 13.3583395968]
[15.7915280901, 13.8547175325]
[12.4771272738, 13.9427583076]
[10.3033891472, 13.4503749589]
[10.2978989196, 14.0796670628]
[15.8504091224, 13.4890321149]
[16.1760867108, 13.2391110866]
[13.7427568312, 13.9609427569]
[10.4396206897, 13.6489158199]
[15.7365891368, 14.0035408054]
[16.3285189848, 13.2242446805]
[9.8681090097, 14.0550532144]
[9.6557787901, 13.5255767892]
[14.3632084092, 14.1754815609]
[11.9505146628, 13.5907320099]
[11.1298442248, 13.3142752117]
[12.854766604, 14.0266980092]
[16.3448383485, 13.4686591609]
[17.895868, 13.982149]
[17.639576, 14.2743]
[15.376514, 16.778606]
[10.800322, 18.71188]
[9.376242, 18.841211]
[12.643703, 18.110945]
[17.582493, 14.482203]
[18.848433, 12.161957]
[15.618328, 16.434258]
[17.831665, 13.841904]
[15.994385, 16.458883]
[18.180214, 13.42378]
[10.320408, 19.070026]
[11.754894, 18.634232]
[19.014435, 12.585692]
[17.273232, 14.868808]
[12.564975, 18.315956]
[12.056678, 18.638502]
[16.37648, 16.177746]
[13.813782, 18.032581]
[16.409246, 15.823026]
[10.873696, 18.826614]
[13.218387, 18.016987]
[14.76141, 17.170761]
[14.722643, 17.155119]
[18.289774, 13.616166]
[15.333229, 16.521027]
[10.893077, 18.772499]
[18.806202, 12.229015]
[17.260139, 15.17906]
[18.437138, 13.24812]
[18.899342, 12.427647]
[15.326176, 16.725872]
[18.070829, 13.926418]
[14.297577, 17.50116]
[16.962162, 15.407747]
[12.553133, 18.191589]
[18.806549, 12.878698]
[12.22205, 18.350611]
[15.806028, 16.277283]
[15.045429, 17.021917]
[16.804945, 15.33804]
[18.955862, 11.813676]
[16.426016, 15.922208]
[14.81196, 17.015301]
[17.300278, 15.306683]
[14.161751, 17.575504]
[15.47579, 16.659716]
[14.706139, 17.327663]
[12.329989, 18.653229]
[12.580687, 18.127836]
[14.397736, 17.642124]
[11.262362, 18.753626]
[15.309732, 16.957359]
[16.73745, 15.203031]
[10.068581, 18.930939]
[13.098853, 18.012241]
[14.281084, 17.585735]
[13.217735, 18.174549]
[10.529, 18.823919]
[9.85247, 18.967052]
[14.164759, 17.289612]
[11.809155, 18.545586]
[16.96652, 15.499792]
[13.141164, 18.104595]
[11.942423, 18.596264]
[11.01403, 18.674456]
[15.562134, 16.505667]
[17.236921, 15.289148]
[18.381336, 13.389021]
[10.003773, 18.902327]
[17.011038, 15.455544]
[15.470352, 16.97126]
[13.948523, 17.666149]
[18.488857, 13.040726]
[17.045139, 15.104522]
[16.129139, 16.368414]
[18.67215, 13.061634]
[13.047857, 17.953159]
[12.157598, 18.576595]
[15.377729, 16.853065]
[12.614654, 18.391397]
[18.580267, 13.190407]
[17.015453, 15.240624]
[14.608624, 17.401014]
[10.148844, 19.108955]
[17.73843, 14.657722]
[9.81646, 18.802979]
[10.067214, 18.874306]
[17.853344, 14.015823]
[15.747845, 16.279419]
[19.33787, 15.65895]
[19.29799, 15.54536]
[19.26022, 15.43085]
[19.22457, 15.31546]
[19.19106, 15.19924]
[19.15972, 15.08222]
[19.13056, 14.964448]
[19.10359, 14.845959]
[19.07884, 14.726795]
[19.05633, 14.606999]
[19.03605, 14.486611]
[19.01804, 14.365675]
[19.0023, 14.244232]
[18.98885, 14.122326]




[8.809783, 7.611147]
[8.663637, 9.113787]
[6.34256, 8.522129]
[5.638808, 6.462198]
[7.227411, 8.536152]
[8.959066, 9.002758]
[7.697727, 6.621125]
[5.040287, 8.038429]
[7.053254, 8.030483]
[6.402681, 10.223146]
[7.122527, 8.46473]
[7.271412, 7.036915]
[6.868124, 6.571746]
[7.356935, 10.243612]
[6.17442, 10.448582]
[7.817797, 8.338799]
[8.009822, 10.74096]
[8.024825, 8.863487]
[5.632573, 6.767617]
[7.137982, 6.728472]
[8.945217, 8.180662]
[6.545098, 9.127085]
[8.523859, 7.131622]
[7.548685, 9.802669]
[7.90511, 10.747605]
[7.174712, 5.758117]
[8.528386, 8.53793]
[6.345714, 9.618766]
[7.678096, 6.858757]
[7.35131, 10.731793]
[8.574906, 8.69038]
[7.123591, 9.761013]
[7.477617, 9.28466]
[7.006003, 6.89464]
[5.93963, 7.930589]
[6.600897, 9.293019]
[8.847998, 9.080009]
[8.806343, 9.567356]
[5.506101, 7.086634]
[7.939039, 7.819224]
[8.596002, 9.927725]
[8.498158, 6.867354]
[7.904163, 8.741033]
[8.227767, 7.990697]
[4.852698, 9.200387]
[6.258385, 9.853328]
[6.064728, 6.02091]
[8.966928, 8.95958]
[5.99698, 8.140191]
[5.765582, 6.277915]
[5.05527, 7.771155]
[7.397968, 10.01612]
[8.881543, 8.929928]
[5.512438, 8.852768]
[6.762054, 5.852462]
[5.296388, 9.344788]
[8.448701, 8.235682]
[8.457545, 9.76995]
[5.679918, 7.108591]
[8.970916, 8.207761]
[5.822956, 10.262858]
[6.573121, 10.996548]
[6.758603, 5.539148]
[5.700652, 7.93153]
[7.913801, 8.355401]
[5.674201, 8.878779]
[6.06086, 5.709003]
[8.96862, 8.518632]
[7.421246, 6.847308]
[4.663209, 9.719093]
[6.28228, 8.124973]
[6.691284, 7.240727]
[7.372821, 8.778398]
[6.678122, 7.534221]
[6.991403, 9.077653]
[6.889547, 10.594419]
[6.681005, 8.611153]
[8.621731, 7.712634]
[6.36541, 8.164311]
[7.124462, 10.649853]
[7.110364, 8.260755]
[5.537975, 9.523525]
[7.983162, 8.839658]
[4.724927, 9.669781]
[6.572515, 10.259713]
[7.969617, 7.562449]
[7.607618, 6.666648]
[8.109071, 9.970017]
[8.042477, 6.88264]
[7.822474, 6.546626]
[5.651058, 6.766906]
[8.458709, 8.476794]
[8.433297, 8.544641]
[7.820359, 7.595647]
[6.899006, 8.665467]
[8.184998, 7.591568]
[7.043423, 8.719673]
[6.502131, 7.596409]
[5.576597, 7.132378]
[8.753391, 9.116248]
[5.460987, 7.936607]
[5.895761, 10.593678]
[6.893685, 8.211149]
[5.806569, 6.525175]
[6.026742, 6.024689]
[7.97951, 7.217355]
[6.913424, 10.765779]
[6.312438, 10.519171]
[7.454175, 7.406242]
[7.385276, 9.552184]
[8.680797, 9.463412]
[5.9747, 8.672677]
[6.642428, 7.317616]
[8.311406, 6.5861]
[7.287186, 6.331901]
[6.016357, 9.028687]
[7.743559, 10.390601]
[5.831235, 5.55958]
[8.872252, 8.898933]
[6.10352, 8.246751]
[4.954106, 9.908254]
[6.646035, 6.739489]
[5.920475, 6.604288]
[5.724899, 8.970111]
[5.885585, 5.415599]
[8.22673, 7.479321]
[7.24406, 5.701076]
[5.574624, 7.379963]
[8.280682, 8.250152]
[8.487013, 8.175124]
[6.651401, 6.659523]
[6.999162, 11.130198]
[6.30651, 7.337623]
[7.173433, 11.199362]
[7.047104, 8.580316]
[7.460619, 11.292218]
[5.060151, 8.929006]
[7.524086, 8.684107]
[7.08067, 11.201978]
[7.689779, 10.744524]
[6.018995, 9.116624]
[8.831628, 8.917957]
[8.24099, 6.948593]
[7.036663, 10.228909]
[7.662753, 6.804669]
[7.124938, 9.417156]
[5.864593, 7.867308]
[5.60042, 7.263125]
[6.983689, 9.505596]
[8.669825, 8.295095]
[8.980101, 8.675283]
[7.9355, 6.800221]
[8.127378, 6.797919]
[4.709888, 9.168803]
[5.98375, 7.193075]
[8.280581, 8.204739]
[7.951809, 10.770894]
[8.075982, 9.482988]
[8.507648, 9.755736]
[5.968301, 6.19764]
[5.901237, 7.697862]
[7.000704, 6.654234]
[6.219908, 5.360467]
[6.774967, 8.391189]
[7.185599, 10.338093]
[6.713146, 10.919148]
[5.241082, 8.441505]
[6.598055, 7.388759]
[6.966952, 6.772248]
[7.053522, 10.497375]
[6.887088, 10.175491]
[8.738984, 9.544344]
[8.307195, 9.68591]
[5.95905, 6.287099]
[8.535192, 8.054477]
[8.405982, 9.037682]
[5.955129, 5.861147]
[7.317351, 10.164385]
[7.590515, 9.311948]
[5.820744, 9.558478]
[8.01028, 10.242954]
[8.31285, 7.161392]
[7.1371, 9.770599]
[6.137914, 8.907056]
[7.595505, 7.500473]
[6.703361, 8.068429]
[6.628717, 9.448322]
[6.576751, 7.07501]
[6.350178, 5.549042]
[5.663028, 8.654685]
[8.9658, 8.587065]
[6.940419, 7.881721]
[7.997538, 8.485651]
[4.479793, 9.685237]
[6.075692, 6.272268]
[4.975562, 9.548008]
[8.330248, 10.173965]
[8.285093, 10.11803]
[7.166606, 8.058449]
[7.44639, 7.219483]
[6.903825, 8.486555]
[5.056663, 9.710769]
[6.852473, 10.742463]
[7.601559, 9.489763]
[8.972719, 8.516995]
[6.585843, 6.390128]
[5.72435, 5.934306]
[8.271013, 9.583238]
[8.995233, 8.552937]
[6.253803, 6.852003]
[6.818036, 6.262664]
[8.739165, 8.38988]
[6.532404, 6.700067]
[8.55313, 8.848253]
[7.175005, 7.279137]
[8.687049, 8.240664]
[5.690987, 8.519554]
[7.091054, 7.437949]
[5.397668, 6.991079]
[6.502425, 10.366648]
[7.749333, 9.292866]
[8.060523, 10.014355]
[8.482002, 9.149959]
[8.114186, 7.843533]
[6.047007, 6.964674]
[7.572984, 6.063416]
[7.115338, 11.088033]
[7.495184, 7.091638]
[6.439588, 6.997421]
[8.130667, 7.404831]
[6.776935, 8.730522]
[6.738494, 8.163124]
[8.694547, 9.01334]
[6.063388, 8.048612]
[6.933027, 9.8336]
[8.724665, 8.361342]
[5.788579, 7.526159]
[8.321296, 9.052032]
[7.335291, 9.138495]
[6.263305, 8.908468]
[7.60991, 8.633132]
[5.355001, 7.738725]
[5.792303, 9.964884]
[6.457221, 10.366341]
[5.926263, 8.145282]
[7.177978, 9.687636]
[8.782717, 8.009546]
[6.568847, 8.813485]
[8.013455, 9.045453]
[4.856588, 9.640009]
[6.742089, 5.99501]
[4.500541, 9.591276]
[7.90493, 10.436156]
[5.802567, 10.253683]
[7.032709, 10.035726]
[6.796896, 8.38433]
[7.315661, 9.871871]
[6.081033, 10.034191]
[5.120171, 7.886808]
[8.642057, 9.895741]
[7.624588, 9.609458]
[7.547094, 5.903574]
[7.561714, 6.498957]
[5.572039, 8.558749]
[5.359656, 8.898531]
[8.943087, 8.351469]
[5.972931, 7.537982]
[6.776774, 7.993526]
[7.92763, 10.868154]
[8.124846, 6.988325]
[5.330675, 7.03301]
[5.89719, 7.23744]
[5.529004, 9.789156]
[8.72135, 9.249069]
[7.539044, 11.218934]
[8.573203, 8.459427]
[4.655552, 9.116182]
[5.721986, 6.103138]
[5.451029, 9.655049]
[7.162684, 6.837426]
[8.821867, 8.343967]
[8.701482, 8.446791]
[8.572971, 7.615591]
[8.77466, 7.663022]
[5.941045, 8.100747]
[8.689203, 7.930233]
[4.816315, 8.632522]
[6.040546, 6.567276]
[6.076416, 8.800519]
[7.387504, 9.878985]
[8.395014, 8.584327]
[7.901698, 8.27353]
[5.915924, 6.473233]
[8.010096, 9.235093]
[8.113762, 9.805755]
[8.906678, 8.36598]
[7.047834, 7.001495]
[7.889127, 8.719205]
[8.564286, 9.64051]
[9.302266, 8.861015]
[9.190767, 8.635822]
[9.669546, 10.479175]
[11.349948, 6.555915]
[11.90309, 7.279613]
[11.786325, 7.443645]
[11.238563, 10.112326]
[9.376586, 8.064351]
[9.003772, 8.388904]
[11.647688, 8.366929]
[10.173479, 8.076015]
[9.107259, 9.317832]
[11.455599, 5.49669]
[10.037939, 7.574473]
[11.159588, 6.099215]
[11.739627, 7.48055]
[9.865995, 7.04674]
[9.488056, 9.499338]
[10.563122, 7.662337]
[9.235342, 8.277059]
[12.593637, 9.563616]
[9.990399, 7.475941]
[10.690714, 5.910972]
[9.443963, 7.981731]
[11.088643, 9.669616]
[10.509051, 10.985684]
[10.653543, 6.772159]
[9.886398, 7.383131]
[10.330361, 7.014029]
[11.597665, 9.102673]
[9.215837, 8.964931]
[10.659423, 6.883138]
[11.000541, 7.426921]
[10.208475, 6.622606]
[11.862019, 9.865209]
[11.209004, 8.839366]
[9.545351, 8.056005]
[10.061459, 8.271841]
[11.953165, 6.822955]
[10.796247, 9.252429]
[11.925966, 9.264407]
[9.923935, 8.43294]
[10.243764, 9.23058]
[11.915964, 6.866109]
[11.905886, 7.944267]
[10.705625, 6.716127]
[10.952518, 9.123736]
[10.854871, 7.105713]
[10.733872, 10.442392]
[9.769249, 6.559751]
[11.463186, 9.40981]
[9.209731, 8.614617]
[10.443752, 9.983639]
[12.177624, 8.918921]
[11.6481, 10.371973]
[10.395455, 8.101399]
[9.538918, 9.324792]
[10.534407, 6.855857]
[9.032386, 8.951305]
[10.568859, 10.14592]
[11.039977, 8.727893]
[11.11321, 8.163141]
[12.321731, 8.2783]
[11.544982, 10.532122]
[9.799263, 10.497828]
[10.367531, 9.596489]
[11.831923, 7.923853]
[12.23211, 7.685469]
[9.919575, 6.584701]
[11.083963, 8.935748]
[10.442237, 8.0468]
[11.38078, 10.369708]
[9.971004, 7.780204]
[10.078398, 6.738377]
[10.997972, 8.023078]
[9.256527, 8.384562]
[10.768537, 9.826799]
[10.256745, 9.817834]
[9.263867, 9.675109]
[9.142095, 8.792323]
[12.114291, 9.05619]
[9.361241, 8.399722]
[10.982247, 10.319362]
[10.058187, 10.388088]
[11.165146, 9.908106]
[10.137305, 10.695453]
[9.823752, 8.934781]
[9.187688, 8.318944]
[11.652688, 7.084298]
[10.090506, 7.413146]
[10.381018, 7.134471]
[9.564036, 6.884535]
[9.201223, 9.172544]
[10.932295, 10.9994]
[10.410347, 7.528344]
[12.228514, 7.679904]
[11.064774, 9.514376]
[10.433168, 6.784588]
[10.441883, 7.665823]
[11.417171, 7.538549]
[11.567045, 8.817093]
[10.359937, 10.254837]
[11.477478, 7.146463]
[9.479719, 7.581505]
[11.25642, 5.760038]
[9.724373, 8.703555]
[11.452172, 7.333899]
[9.358056, 8.694488]
[10.586005, 6.300031]
[10.358088, 7.110598]
[10.644365, 5.867697]
[12.182271, 9.330356]
[9.696012, 9.920654]
[9.263811, 9.431705]
[9.296032, 8.941912]
[10.17289, 6.528154]
[10.740586, 10.601437]
[10.768198, 6.874358]
[10.009943, 7.865461]
[11.093351, 6.827055]
[11.282228, 8.076616]
[11.190043, 8.00841]
[10.867283, 9.012514]
[11.078285, 8.747571]
[10.668061, 8.407615]
[9.184584, 9.622792]
[10.709902, 8.944867]
[9.639471, 6.774252]
[11.307532, 7.873793]
[9.19941, 8.565987]
[12.274686, 9.205458]
[11.497649, 9.787275]
[11.215106, 6.305744]
[11.289707, 8.668364]
[9.440003, 7.527597]
[10.711948, 8.276427]
[9.485763, 7.475215]
[11.050547, 10.741202]
[10.203155, 8.425339]
[9.154357, 8.311018]
[9.043277, 8.044907]
[11.288871, 8.566915]
[9.633027, 8.826184]
[11.948833, 8.558574]
[10.081874, 7.109528]
[9.581396, 6.973628]
[9.644202, 7.185984]
[9.388725, 9.21491]
[9.921469, 7.165519]
[9.288198, 8.975046]
[9.244974, 7.790619]
[11.885428, 8.282082]
[9.265101, 8.148739]
[9.974669, 7.403004]
[11.816812, 6.056751]
[9.922731, 8.091329]
[11.719237, 6.483428]
[10.854843, 8.940274]
[10.267246, 11.043278]
[11.07009, 10.688884]
[11.146829, 7.228544]
[12.169801, 7.49656]
[9.580286, 8.550398]
[11.278549, 9.733826]
[11.523869, 6.439371]
[11.418455, 8.068489]
[10.801558, 10.141583]
[9.013908, 8.575844]
[10.438593, 11.127747]
[11.975923, 6.834753]
[9.903481, 10.524402]
[10.073305, 6.488484]
[9.671144, 6.753842]
[11.241777, 9.486472]
[10.586883, 8.624152]
[11.118673, 6.847775]
[11.280204, 9.481504]
[11.767829, 8.931799]
[10.513667, 6.504118]
[11.543623, 10.338862]
